trip_id,driver_id,rider_id,city,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,payment_method,pickup_time,drop_time,total ride time
39,9792,45430,Boston,37.89935782638292,-91.62124509037606,37.923252878042085,-91.61590534232164,9.22,22.43,Completed,Cash,2023-01-01 00:38:00,2023-01-01 01:05:39, 00:27:39
40,9433,97272,New York,38.7195922395447,-86.77867434764758,38.70107756016292,-86.73755405357343,11.6,25.12,Completed,Card,2023-01-01 00:39:00,2023-01-01 01:13:48, 00:34:48
41,8513,41807,San Francisco,37.83150300239416,-103.87627155043025,37.876095029311294,-103.880322285064,8.09,21.92,Completed,Card,2023-01-01 00:40:00,2023-01-01 01:04:16, 00:24:16
42,3612,25966,Los Angeles,38.08523016829165,-87.06926711145331,38.06207462481823,-87.11348630920081,9.07,21.72,Completed,Wallet,2023-01-01 00:41:00,2023-01-01 01:08:12, 00:27:12
43,8041,14258,Los Angeles,39.05903088721296,-118.9566781482404,39.03797431345867,-118.9662135665612,10.21,16.31,Completed,Card,2023-01-01 00:42:00,2023-01-01 01:12:37, 00:30:37
44,7235,16923,New York,38.53161244253719,-102.0476443442655,38.57340759408085,-102.05160143011824,12.02,27.82,Completed,Wallet,2023-01-01 00:43:00,2023-01-01 01:19:03, 00:36:03
45,6486,35605,Boston,40.73782744845055,-85.37707291044143,40.7490469311683,-85.33048091702199,12.4,24.29,Cancelled,Cash,2023-01-01 00:44:00,2023-01-01 01:21:12, 00:37:12
46,8099,44092,San Francisco,40.3674404955061,-95.98780133690786,40.361579051919605,-96.00136870312603,1.99,5.48,No-Show,Wallet,2023-01-01 00:45:00,2023-01-01 00:50:58, 00:05:58
47,1775,42868,Los Angeles,37.8328672978881,-87.38825549592006,37.784569358502246,-87.3615288029702,4.49,12.8,Completed,Wallet,2023-01-01 00:46:00,2023-01-01 00:59:28, 00:13:28
48,9226,26799,Los Angeles,40.79287124502156,-94.8000107928104,40.79278383940079,-94.78116261637874,6.86,19.92,No-Show,UPI,2023-01-01 00:47:00,2023-01-01 01:07:34, 00:20:34
49,4152,96979,Boston,37.86779584128591,-104.8947661762159,37.82499439687062,-104.90770574865584,4.62,10.52,Completed,Cash,2023-01-01 00:48:00,2023-01-01 01:01:51, 00:13:51
50,2585,85111,New York,39.386137967350514,-108.38239884716664,39.41685384955436,-108.36959171329876,12.27,24.77,Cancelled,UPI,2023-01-01 00:49:00,2023-01-01 01:25:48, 00:36:48
51,4943,56210,New York,38.22757154340824,-98.8587196396717,38.27170267751815,-98.86929232492352,9.45,15.87,Completed,Card,2023-01-01 00:50:00,2023-01-01 01:18:21, 00:28:21
52,8555,25230,New York,38.13881597699306,-108.34930152039864,38.100162915565534,-108.32522425135528,7.43,20.51,Completed,Wallet,2023-01-01 00:51:00,2023-01-01 01:13:17, 00:22:17
53,4073,28130,Los Angeles,39.16120326264837,-99.05396616300678,39.17247136826092,-99.02489739300242,8.35,23.61,Completed,UPI,2023-01-01 00:52:00,2023-01-01 01:17:03, 00:25:03
54,2021,30875,Los Angeles,40.787632533494445,-103.77390219216964,40.83256685077093,-103.76127370199872,3.98,10.12,Completed,Cash,2023-01-01 00:53:00,2023-01-01 01:04:56, 00:11:56
55,4843,72908,Los Angeles,38.67557371075546,-114.06588112729598,38.699205754524606,-114.02623127491334,10.94,28.99,Completed,Card,2023-01-01 00:54:00,2023-01-01 01:26:49, 00:32:49
56,8989,90163,Seattle,38.12535094448755,-87.3795433390487,38.11441894110635,-87.40172313951769,8.24,19.03,Completed,UPI,2023-01-01 00:55:00,2023-01-01 01:19:43, 00:24:43
57,7873,34041,Seattle,38.00121635350783,-112.10855743212142,38.042950681432266,-112.1216547748471,6.74,15.99,Completed,Wallet,2023-01-01 00:56:00,2023-01-01 01:16:13, 00:20:13
58,6675,14443,Los Angeles,38.236320965845486,-73.6260429249372,38.237490651797415,-73.59338628805943,10.95,16.44,Completed,UPI,2023-01-01 00:57:00,2023-01-01 01:29:51, 00:32:51
59,1161,19480,Los Angeles,38.77862959905039,-76.39450098586468,38.76211271014069,-76.43854835814948,7.75,17.34,Completed,Cash,2023-01-01 00:58:00,2023-01-01 01:21:15, 00:23:15
60,5297,64012,Los Angeles,40.4925563404302,-74.36136261684472,40.45923530350589,-74.36454704139146,9.34,27.04,Cancelled,Wallet,2023-01-01 00:59:00,2023-01-01 01:27:01, 00:28:01
61,1995,71483,Chicago,38.25908329527197,-93.4971337168045,38.21846333575303,-93.50179371260415,0.37,5.22,Completed,Wallet,2023-01-01 01:00:00,2023-01-01 01:01:06, 00:01:06
62,8629,14170,Seattle,38.0896766161392,-116.38513114169048,38.10200468119588,-116.37717026987843,4.4,8.95,Completed,Card,2023-01-01 01:01:00,2023-01-01 01:14:12, 00:13:12
63,2016,98129,San Francisco,39.29682234893325,-74.35211840149758,39.25434058531888,-74.36027940268352,3.5,10.02,No-Show,Cash,2023-01-01 01:02:00,2023-01-01 01:12:30, 00:10:30
64,8869,42805,New York,39.364687257381085,-112.82704012847584,39.357501262314905,-112.8438283733138,3.52,10.76,Completed,Cash,2023-01-01 01:03:00,2023-01-01 01:13:33, 00:10:33
65,7439,51725,San Francisco,38.782644215214674,-89.53814434665088,38.797919263541445,-89.5124957677374,7.03,18.65,No-Show,Card,2023-01-01 01:04:00,2023-01-01 01:25:05, 00:21:05
66,8892,54837,Seattle,37.76242315369175,-121.7853995199472,37.75228028974992,-121.80566390269304,12.71,31.17,Completed,Card,2023-01-01 01:05:00,2023-01-01 01:43:07, 00:38:07
67,7863,53424,Boston,37.76436628297408,-82.28732719654677,37.80250319651551,-82.29599046902851,4.17,12.04,Cancelled,UPI,2023-01-01 01:06:00,2023-01-01 01:18:30, 00:12:30
68,8916,14806,New York,39.08074054860475,-96.17412380061904,39.106736367314525,-96.19538668570873,9.15,14.33,Completed,Wallet,2023-01-01 01:07:00,2023-01-01 01:34:27, 00:27:27
69,9529,47611,Seattle,38.13959576268044,-108.73812843926292,38.162148734802,-108.73039016934774,12.07,18.71,Completed,Cash,2023-01-01 01:08:00,2023-01-01 01:44:12, 00:36:12
70,1878,26662,New York,37.612155594152426,-116.2410777175782,37.57610821725664,-116.2345704654327,13.15,20.62,Cancelled,Wallet,2023-01-01 01:09:00,2023-01-01 01:48:27, 00:39:27
71,5887,59605,Los Angeles,37.10570358627135,-84.41901364234052,37.14980130843726,-84.42303398413137,5.18,11.08,Completed,Wallet,2023-01-01 01:10:00,2023-01-01 01:25:32, 00:15:32
72,5859,96623,Los Angeles,37.537149200492806,-120.43933514716257,37.495533122999575,-120.41703273921866,11.33,28.91,Completed,Cash,2023-01-01 01:11:00,2023-01-01 01:44:59, 00:33:59
73,7331,56128,Boston,40.32462468961208,-89.80395359469333,40.325552451674376,-89.8330408439046,10.69,29.77,No-Show,Cash,2023-01-01 01:12:00,2023-01-01 01:44:04, 00:32:04
74,9571,30848,San Francisco,37.62331915006204,-76.49347813721766,37.599088561019705,-76.51832056754942,10.31,14.94,Completed,Wallet,2023-01-01 01:13:00,2023-01-01 01:43:55, 00:30:55
75,9684,59452,San Francisco,37.01083243668278,-100.19835698309798,37.01647466548849,-100.17083614362204,1.99,5.31,Cancelled,UPI,2023-01-01 01:14:00,2023-01-01 01:19:58, 00:05:58
76,8208,16042,San Francisco,38.56544618404243,-111.1760278727075,38.52865396091681,-111.12617445707654,6.04,9.51,Cancelled,UPI,2023-01-01 01:15:00,2023-01-01 01:33:07, 00:18:07
77,6276,80602,Boston,40.71262546286041,-118.90920922421694,40.74047898480135,-118.91965354796072,8.19,23.71,Completed,Cash,2023-01-01 01:16:00,2023-01-01 01:40:34, 00:24:34
78,3062,76864,Chicago,39.086098835055736,-109.21021329237789,39.11231856485674,-109.16025851835415,10.2,15.66,Cancelled,Card,2023-01-01 01:17:00,2023-01-01 01:47:36, 00:30:36
79,1064,81929,San Francisco,37.041144987899,-96.1221022208294,37.01046137522663,-96.09178040872928,7.66,17.76,Cancelled,Cash,2023-01-01 01:18:00,2023-01-01 01:40:58, 00:22:58
80,9006,69323,New York,39.83709507230274,-78.30242448363109,39.83811751927752,-78.31378650315307,8.41,16.51,Completed,Card,2023-01-01 01:19:00,2023-01-01 01:44:13, 00:25:13
81,3568,89297,New York,38.602779524747454,-87.75601187758768,38.59870961254024,-87.77208153626539,8.77,22.24,Completed,Card,2023-01-01 01:20:00,2023-01-01 01:46:18, 00:26:18
82,6463,24182,Los Angeles,40.07498001104253,-87.19115982900482,40.0435801229324,-87.2241590330099,5.18,10.83,Completed,Card,2023-01-01 01:21:00,2023-01-01 01:36:32, 00:15:32
83,3027,24394,Seattle,39.3873802084272,-99.28709475948143,39.42009455529286,-99.26292122185966,4.6,8.52,Cancelled,UPI,2023-01-01 01:22:00,2023-01-01 01:35:48, 00:13:48
84,3695,66540,Los Angeles,37.55786070347717,-78.25094149753781,37.58839881266751,-78.25979698307611,9.18,21.84,Cancelled,UPI,2023-01-01 01:23:00,2023-01-01 01:50:32, 00:27:32
85,6258,23883,San Francisco,38.88753151395463,-79.64735847042812,38.93584579298529,-79.66895836175006,4.37,10.57,No-Show,Wallet,2023-01-01 01:24:00,2023-01-01 01:37:06, 00:13:06
86,6618,27941,San Francisco,39.22088540661338,-109.78583378107432,39.172639599782656,-109.742714077547,1.82,7.01,Completed,Wallet,2023-01-01 01:25:00,2023-01-01 01:30:27, 00:05:27
87,7736,32360,Los Angeles,39.00165534930088,-96.96419372715482,38.96797885927067,-97.01125187206924,7.29,18.83,Cancelled,Wallet,2023-01-01 01:26:00,2023-01-01 01:47:52, 00:21:52
88,1391,66681,Seattle,40.15058248827247,-112.70450280008718,40.145818246204094,-112.68748943312872,6.97,19.52,Completed,Card,2023-01-01 01:27:00,2023-01-01 01:47:54, 00:20:54
89,6892,74048,New York,40.39847125431545,-99.22765889905496,40.349426224845566,-99.27049274979149,2.96,4.97,Completed,UPI,2023-01-01 01:28:00,2023-01-01 01:36:52, 00:08:52
90,4561,66271,Seattle,39.66655337985083,-77.30825046296927,39.64375951693588,-77.33222471212976,10.48,25.39,Completed,Wallet,2023-01-01 01:29:00,2023-01-01 02:00:26, 00:31:26
91,7184,18720,Boston,37.14930135579775,-88.82434249224613,37.14763940897191,-88.80997982925801,4.27,13.48,Completed,Card,2023-01-01 01:30:00,2023-01-01 01:42:48, 00:12:48
92,4099,84225,Boston,38.409911123975945,-116.9388070178398,38.40893865562498,-116.97337928561132,4.29,12.96,Completed,Wallet,2023-01-01 01:31:00,2023-01-01 01:43:52, 00:12:52
93,7278,49550,Boston,38.4754311863332,-87.44245268759077,38.44070791399833,-87.41883749760741,1.76,6.65,Completed,Card,2023-01-01 01:32:00,2023-01-01 01:37:16, 00:05:16
94,9392,82682,San Francisco,37.88993499496024,-78.9889535441855,37.90961383525619,-78.95686418929878,6.13,11.34,Completed,Wallet,2023-01-01 01:33:00,2023-01-01 01:51:23, 00:18:23
95,4104,17914,Boston,38.710518693861104,-89.24086737191337,38.73561919813787,-89.21593160742073,7.32,19.38,Cancelled,UPI,2023-01-01 01:34:00,2023-01-01 01:55:57, 00:21:57
96,8215,72953,Chicago,37.750855194230574,-120.28403880493812,37.70785664666008,-120.23554198925854,7.91,18.68,Completed,Card,2023-01-01 01:35:00,2023-01-01 01:58:43, 00:23:43
97,3454,94765,Seattle,40.02231144810153,-120.83761450270038,39.996215407568,-120.86224991412492,6.8,15.13,Completed,Cash,2023-01-01 01:36:00,2023-01-01 01:56:24, 00:20:24
98,9996,61277,San Francisco,40.33768481416208,-121.59454925780264,40.33791485741289,-121.6094772458858,2.15,9.22,Cancelled,Wallet,2023-01-01 01:37:00,2023-01-01 01:43:27, 00:06:27
99,3731,82877,Seattle,40.73755917666149,-83.30682057271557,40.73152174594125,-83.27268818696301,4.98,13.58,No-Show,Wallet,2023-01-01 01:38:00,2023-01-01 01:52:56, 00:14:56
100,9154,75129,Chicago,37.05649445937717,-85.72414860650684,37.040501105818464,-85.70426168707729,5.59,14.51,Completed,Card,2023-01-01 01:39:00,2023-01-01 01:55:46, 00:16:46
101,6056,25391,San Francisco,39.155185318448495,-113.77511115202508,39.12149516801647,-113.76697194374444,13.45,28.31,Completed,Card,2023-01-01 01:40:00,2023-01-01 02:20:21, 00:40:21
102,9110,39285,San Francisco,37.83636829255397,-83.48299801512835,37.824019019338685,-83.46930111580048,5.92,15.82,Completed,UPI,2023-01-01 01:41:00,2023-01-01 01:58:45, 00:17:45
103,4840,46106,Boston,39.12310929326256,-112.46704480639514,39.152964729028746,-112.4811903781466,9.45,15.35,Completed,Cash,2023-01-01 01:42:00,2023-01-01 02:10:21, 00:28:21
104,2028,67588,San Francisco,37.28311668159227,-77.26790086541381,37.294851355561946,-77.27536350513098,7.89,11.77,Completed,UPI,2023-01-01 01:43:00,2023-01-01 02:06:40, 00:23:40
105,8385,76405,Chicago,40.061076796627006,-103.25200263597908,40.02345838656496,-103.25120201816696,6.88,11.48,Completed,Cash,2023-01-01 01:44:00,2023-01-01 02:04:38, 00:20:38
106,1502,82320,Seattle,38.179580265159046,-121.53736822641154,38.18317854956317,-121.58405176217094,9.84,24.36,Completed,Wallet,2023-01-01 01:45:00,2023-01-01 02:14:31, 00:29:31
107,7910,96029,New York,39.26671285823501,-74.00401292438681,39.21912615033766,-73.9940275758111,5.81,9.97,Completed,UPI,2023-01-01 01:46:00,2023-01-01 02:03:25, 00:17:25
108,7938,17042,Chicago,40.18624447728463,-73.34571196697961,40.16524989250879,-73.39512233569569,10.83,29.34,Completed,Wallet,2023-01-01 01:47:00,2023-01-01 02:19:29, 00:32:29
109,5488,76221,Los Angeles,38.73659545702325,-73.40537402592227,38.70958708706795,-73.41292745045314,6.37,14.54,Completed,Card,2023-01-01 01:48:00,2023-01-01 02:07:06, 00:19:06
110,1206,91293,Seattle,40.97138116149072,-117.42467676476856,40.96790504564218,-117.4648251611336,8.47,20.19,Completed,Card,2023-01-01 01:49:00,2023-01-01 02:14:24, 00:25:24
111,6134,61126,San Francisco,40.22075320961504,-118.60849673149002,40.22658925937698,-118.56898197895532,3.8,10.07,Completed,UPI,2023-01-01 01:50:00,2023-01-01 02:01:24, 00:11:24
112,6977,66746,Chicago,38.69455212885091,-99.901247891111,38.70290066348928,-99.93373068596502,8.59,21.83,Completed,Wallet,2023-01-01 01:51:00,2023-01-01 02:16:46, 00:25:46
113,8721,85112,Boston,39.81844161496289,-108.09102040179688,39.78893320559221,-108.0838756768396,7.22,14.27,Completed,Wallet,2023-01-01 01:52:00,2023-01-01 02:13:39, 00:21:39
114,8035,96058,Los Angeles,39.67861363289375,-96.26304850802131,39.690333942356034,-96.22161711918233,5.54,9.27,No-Show,Cash,2023-01-01 01:53:00,2023-01-01 02:09:37, 00:16:37
115,2484,41340,New York,37.17360554461956,-84.3117210554087,37.147438209384,-84.32648833793661,5.66,15.31,Completed,Card,2023-01-01 01:54:00,2023-01-01 02:10:58, 00:16:58
116,8858,33793,Chicago,38.48298847749718,-119.03667709715222,38.49781182545828,-119.02488212538783,3.96,12.02,Completed,Card,2023-01-01 01:55:00,2023-01-01 02:06:52, 00:11:52
117,1863,70470,Chicago,39.10228990418617,-119.27872901615363,39.11990316332826,-119.23808478459624,3.8,10.55,Completed,UPI,2023-01-01 01:56:00,2023-01-01 02:07:24, 00:11:24
118,3790,26950,Chicago,38.66012964424182,-106.52072776842124,38.686495209888434,-106.48262305442366,9.34,15.66,Completed,Card,2023-01-01 01:57:00,2023-01-01 02:25:01, 00:28:01
119,8408,38493,Los Angeles,37.72776174368541,-107.36911761253008,37.75150552550748,-107.3832852763629,0.05,4.92,Completed,Card,2023-01-01 01:58:00,2023-01-01 01:58:09, 00:00:09
120,9755,85193,Boston,39.64619422655602,-78.09685112432962,39.60794697989626,-78.12225066245095,5.06,12.72,Completed,Wallet,2023-01-01 01:59:00,2023-01-01 02:14:10, 00:15:10
121,6116,87930,Los Angeles,40.95184668697881,-100.09665469066094,40.97280895428904,-100.04773201901436,7.24,16.38,Completed,UPI,2023-01-01 02:00:00,2023-01-01 02:21:43, 00:21:43
122,7019,70914,Boston,38.362794697829344,-118.44067933626884,38.324324450120415,-118.43573799283888,11.21,17.3,Completed,Cash,2023-01-01 02:01:00,2023-01-01 02:34:37, 00:33:37
123,2757,45233,Boston,40.840323536943885,-113.31169227787674,40.83143818676816,-113.32643011048472,5.56,11.62,Completed,UPI,2023-01-01 02:02:00,2023-01-01 02:18:40, 00:16:40
124,8574,41039,New York,40.02589241485129,-106.98075681844936,40.03081147005162,-107.02730555948284,8.23,22.23,Completed,Cash,2023-01-01 02:03:00,2023-01-01 02:27:41, 00:24:41
125,7374,14348,San Francisco,38.31284269039728,-84.95333792582977,38.31297824928729,-84.93760325124245,5.34,12.85,Completed,Card,2023-01-01 02:04:00,2023-01-01 02:20:01, 00:16:01
126,7892,13926,Seattle,38.67867506940125,-84.49378047139524,38.64405445817695,-84.46647213669247,5.19,12.74,Cancelled,Cash,2023-01-01 02:05:00,2023-01-01 02:20:34, 00:15:34
127,2678,33943,San Francisco,39.50811303765996,-91.48103483056197,39.52746567777296,-91.52914312078596,7.0,13.76,Completed,Cash,2023-01-01 02:06:00,2023-01-01 02:27:00, 00:21:00
128,4242,87241,Chicago,39.99109947556252,-110.56220172860708,39.98473612438429,-110.59058374157348,13.27,36.72,Cancelled,Card,2023-01-01 02:07:00,2023-01-01 02:46:48, 00:39:48
129,5636,79546,San Francisco,39.98756190961096,-113.64663902070048,39.983837769252,-113.68121973921478,11.38,26.7,Completed,Wallet,2023-01-01 02:08:00,2023-01-01 02:42:08, 00:34:08
130,2059,11400,Seattle,39.56449438941501,-87.91853420330973,39.56144618645451,-87.87024293864887,6.36,16.01,Completed,Card,2023-01-01 02:09:00,2023-01-01 02:28:04, 00:19:04
131,7668,92660,Chicago,37.4497783762001,-100.21481508596784,37.48828133954776,-100.18315207631386,2.35,5.05,Completed,Wallet,2023-01-01 02:10:00,2023-01-01 02:17:03, 00:07:03
132,4157,27086,Los Angeles,40.41666679944522,-96.56465013526204,40.4420654674547,-96.57495868210066,4.71,14.49,Completed,Cash,2023-01-01 02:11:00,2023-01-01 02:25:07, 00:14:07
133,6915,16255,San Francisco,38.06897563825065,-116.83839645853902,38.10958310821647,-116.86878888871016,11.39,21.1,Completed,Cash,2023-01-01 02:12:00,2023-01-01 02:46:10, 00:34:10
134,3693,47156,New York,37.70118248152733,-115.54554945927948,37.67748505345434,-115.50163432170427,9.8,19.53,Cancelled,Card,2023-01-01 02:13:00,2023-01-01 02:42:24, 00:29:24
135,4627,51915,New York,37.8485285150626,-82.4609179103046,37.84068503420346,-82.43861379742978,7.74,19.14,Completed,UPI,2023-01-01 02:14:00,2023-01-01 02:37:13, 00:23:13
136,6450,35449,New York,37.161735682075566,-83.63699501765609,37.20235086822137,-83.61131616883048,5.6,14.91,Completed,UPI,2023-01-01 02:15:00,2023-01-01 02:31:48, 00:16:48
137,2663,42765,Los Angeles,39.94309572922964,-78.24456320656712,39.92719425042746,-78.2507957194703,1.53,5.77,Completed,Cash,2023-01-01 02:16:00,2023-01-01 02:20:35, 00:04:35
138,6592,82663,Chicago,37.20763405378895,-83.85848526703425,37.17475427725504,-83.89790625495975,7.5,21.21,Completed,UPI,2023-01-01 02:17:00,2023-01-01 02:39:30, 00:22:30
139,8392,70722,Los Angeles,37.1671917926376,-81.54290350328432,37.21058371858137,-81.5835529604432,7.35,19.6,Completed,Cash,2023-01-01 02:18:00,2023-01-01 02:40:03, 00:22:03
140,2306,44588,Los Angeles,37.00640680591939,-103.33172995806288,37.05543966767088,-103.31597375272092,9.69,16.4,Completed,Card,2023-01-01 02:19:00,2023-01-01 02:48:04, 00:29:04
141,7776,34290,Los Angeles,37.01895747126781,-87.91294261956475,37.05439566657965,-87.86755052993624,9.87,27.16,Completed,Wallet,2023-01-01 02:20:00,2023-01-01 02:49:36, 00:29:36
142,6864,63896,Boston,39.71987267998551,-110.93548991545812,39.76114045520275,-110.93048779587532,9.88,21.3,Completed,Cash,2023-01-01 02:21:00,2023-01-01 02:50:38, 00:29:38
143,8526,41699,Los Angeles,38.98145371146081,-104.403799425831,38.95618566951638,-104.37606121128046,7.81,23.46,Completed,Card,2023-01-01 02:22:00,2023-01-01 02:45:25, 00:23:25
